time,P,G(i),H_sun,T2m,WS10m,Int
20190422:2210,0.0,0.0,0.0,11.99,4.83,0.0
20190422:2310,0.0,0.0,0.0,11.57,4.76,0.0
20190423:0010,0.0,0.0,0.0,11.08,4.55,0.0
20190423:0110,0.0,0.0,0.0,10.57,4.48,0.0
20190423:0210,0.0,0.0,0.0,10.13,4.41,0.0
20190423:0310,0.0,0.0,0.0,9.75,4.34,0.0
20190423:0410,0.0,0.0,0.0,9.42,4.21,0.0
20190423:0510,15985.0,53.45,9.46,9.41,4.14,0.0
20190423:0610,75975.0,196.78,19.19,10.48,3.66,0.0
20190423:0710,160415.0,386.82,28.8,12.05,4.34,0.0
20190423:0810,203170.0,489.65,37.82,14.17,4.48,0.0
20190423:0910,230605.0,561.11,45.57,16.13,4.62,0.0
20190423:1010,273255.0,672.13,51.05,17.69,4.69,0.0
20190423:1110,285030.0,706.93,53.08,19.01,4.69,0.0
20190423:1210,312710.0,780.64,51.08,20.12,4.9,0.0
20190423:1310,177355.0,442.56,45.63,20.67,4.83,0.0
20190423:1410,93950.0,242.79,37.89,20.46,4.83,0.0
20190423:1510,73350.0,193.55,28.87,19.8,4.76,0.0
20190423:1610,28840.0,86.4,19.26,18.55,4.0,0.0
20190423:1710,12470.0,44.88,9.54,17.46,3.86,0.0
20190423:1810,0.0,0.0,0.0,16.17,3.45,0.0
20190423:1910,0.0,0.0,0.0,14.13,3.52,0.0
20190423:2010,0.0,0.0,0.0,13.38,3.38,0.0
20190423:2110,0.0,0.0,0.0,12.46,3.17,0.0
20190423:2210,0.0,0.0,0.0,11.65,2.97,0.0
20190423:2310,0.0,0.0,0.0,11.02,2.9,0.0
20190424:0010,0.0,0.0,0.0,10.45,2.76,0.0
20190424:0110,0.0,0.0,0.0,9.95,2.62,0.0
20190424:0210,0.0,0.0,0.0,9.48,2.62,0.0
20190424:0310,0.0,0.0,0.0,9.17,2.55,0.0
20190424:0410,0.0,0.0,0.0,8.75,2.48,0.0
20190424:0510,19345.0,82.04,9.74,8.83,2.41,0.0
20190424:0610,115755.0,301.4,19.47,10.37,2.41,0.0
20190424:0710,219850.0,534.31,29.08,13.43,3.1,0.0
20190424:0810,306060.0,751.93,38.12,15.71,3.31,0.0
20190424:0910,367300.0,927.81,45.89,17.87,3.17,0.0
20190424:1010,396565.0,1026.21,51.38,19.78,2.97,0.0
20190424:1110,395380.0,1034.88,53.41,21.29,2.83,0.0
20190424:1210,381755.0,999.95,51.38,22.45,2.83,0.0
20190424:1310,339840.0,877.76,45.9,23.19,3.1,0.0
20190424:1410,232305.0,589.93,38.13,23.56,3.31,0.0
20190424:1510,88365.0,233.85,29.09,23.59,3.45,0.0
20190424:1610,54335.0,154.02,19.48,23.27,3.38,0.0
20190424:1710,15400.0,53.7,9.75,22.11,2.62,0.0
20190424:1810,0.0,0.0,0.0,20.3,2.55,0.0
20190424:1910,0.0,0.0,0.0,19.01,2.41,0.0
20190424:2010,0.0,0.0,0.0,17.71,3.17,0.0
20190424:2110,0.0,0.0,0.0,13.81,5.79,0.0
20190424:2210,0.0,0.0,0.0,11.36,4.0,0.0
20190424:2310,0.0,0.0,0.0,10.84,3.03,0.0
20190425:0010,0.0,0.0,0.0,10.19,1.38,0.0
20190425:0110,0.0,0.0,0.0,9.36,0.69,0.0
20190425:0210,0.0,0.0,0.0,8.75,1.52,0.0
20190425:0310,0.0,0.0,0.0,8.05,1.59,0.0
20190425:0410,0.0,0.0,0.0,7.35,1.59,0.0
20190425:0510,20325.0,86.22,10.02,7.21,1.31,0.0
20190425:0610,118870.0,310.54,19.74,9.95,1.03,0.0
20190425:0710,225245.0,553.47,29.36,13.42,1.79,0.0
20190425:0810,309770.0,767.24,38.41,16.25,2.9,0.0
20190425:0910,372255.0,938.56,46.2,18.45,3.72,0.0
20190425:1010,407260.0,1044.12,51.71,20.08,4.0,0.0
20190425:1110,412110.0,1066.33,53.74,21.2,3.93,0.0
20190425:1210,339485.0,868.54,51.69,22.17,3.86,0.0
20190425:1310,296555.0,752.83,46.16,22.86,4.0,0.0
20190425:1410,139410.0,356.1,38.37,23.26,4.07,0.0
20190425:1510,115430.0,299.56,29.31,23.32,3.79,0.0
20190425:1610,69930.0,198.17,19.69,23.18,3.38,0.0
20190425:1710,17945.0,61.09,9.97,22.24,2.41,0.0
20190425:1810,0.0,0.0,0.0,20.19,2.41,0.0
20190425:1910,0.0,0.0,0.0,18.47,2.48,0.0
20190425:2010,0.0,0.0,0.0,17.09,2.48,0.0
20190425:2110,0.0,0.0,0.0,16.07,2.55,0.0
20190425:2210,0.0,0.0,0.0,15.15,2.55,0.0
20190425:2310,0.0,0.0,0.0,14.17,2.28,0.0
20190426:0010,0.0,0.0,0.0,13.04,1.93,0.0
20190426:0110,0.0,0.0,0.0,11.86,1.79,0.0
20190426:0210,0.0,0.0,0.0,10.82,1.86,0.0
20190426:0310,0.0,0.0,0.0,9.96,1.79,0.0
20190426:0410,0.0,0.0,0.0,9.27,1.79,0.0
20190426:0510,21020.0,87.11,10.29,9.25,1.66,0.0
20190426:0610,113785.0,295.71,20.01,10.46,1.86,0.0
20190426:0710,204395.0,490.79,29.64,11.54,3.59,0.0
20190426:0810,267215.0,642.0,38.7,13.1,4.07,0.0
20190426:0910,258450.0,626.24,46.51,14.3,4.0,0.0
20190426:1010,178345.0,434.66,52.03,14.88,4.34,0.0
20190426:1110,48645.0,131.44,54.06,13.96,4.9,0.0
20190426:1210,30190.0,87.32,51.99,12.13,5.1,0.0
20190426:1310,61425.0,159.01,46.43,10.84,4.69,0.0
20190426:1410,18180.0,57.91,38.6,10.38,4.28,0.0
20190426:1510,16675.0,54.23,29.53,10.56,4.21,0.0
20190426:1610,9530.0,35.85,19.9,10.11,3.52,0.0
20190426:1710,3995.0,20.22,10.19,9.5,2.55,0.0
20190426:1810,0.0,0.0,0.0,9.11,2.41,0.0
20190426:1910,0.0,0.0,0.0,7.97,2.48,0.0
20190426:2010,0.0,0.0,0.0,7.88,2.41,0.0
20190426:2110,0.0,0.0,0.0,7.81,2.62,0.0
20190426:2210,0.0,0.0,0.0,7.58,2.48,0.0
20190426:2310,0.0,0.0,0.0,7.64,2.62,0.0
20190427:0010,0.0,0.0,0.0,7.57,2.69,0.0
20190427:0110,0.0,0.0,0.0,7.41,2.41,0.0
20190427:0210,0.0,0.0,0.0,7.29,2.14,0.0
20190427:0310,0.0,0.0,0.0,7.05,2.07,0.0
20190427:0410,0.0,0.0,0.0,6.77,1.93,0.0
20190427:0510,4675.0,22.06,10.56,6.73,1.66,0.0
20190427:0610,16145.0,52.39,20.28,7.74,1.93,0.0
20190427:0710,27910.0,80.88,29.91,8.38,1.93,0.0
20190427:0810,134620.0,326.08,38.98,9.71,2.21,0.0
20190427:0910,169880.0,411.09,46.81,11.02,2.21,0.0
20190427:1010,367480.0,918.33,52.35,12.62,2.28,0.0
20190427:1110,353515.0,885.64,54.38,13.62,2.28,0.0
20190427:1210,25180.0,76.29,52.28,14.74,2.62,0.0
20190427:1310,164815.0,405.31,46.69,15.02,2.83,0.0
20190427:1410,42070.0,116.73,38.84,14.93,3.31,0.0
20190427:1510,51600.0,136.95,29.75,11.63,5.03,0.0
20190427:1610,21685.0,66.18,20.11,9.25,4.14,0.0
20190427:1710,7210.0,29.41,10.4,8.67,2.76,0.0
20190427:1810,0.0,0.0,0.0,8.34,2.07,0.0
20190427:1910,0.0,0.0,0.0,7.79,2.9,0.0
20190427:2010,0.0,0.0,0.0,7.03,3.17,0.0
20190427:2110,0.0,0.0,0.0,6.57,3.38,0.0
20190427:2210,0.0,0.0,0.0,6.06,3.31,0.0
20190427:2310,0.0,0.0,0.0,5.74,3.17,0.0
20190428:0010,0.0,0.0,0.0,5.52,3.17,0.0
20190428:0110,0.0,0.0,0.0,5.26,3.52,0.0
20190428:0210,0.0,0.0,0.0,5.0,3.45,0.0
20190428:0310,0.0,0.0,0.0,4.79,3.24,0.0
20190428:0410,0.0,0.0,0.0,4.57,2.83,0.0
20190428:0510,7035.0,28.49,10.82,4.5,2.48,0.0
20190428:0610,67160.0,170.08,20.54,4.86,3.17,0.0
20190428:0710,54765.0,140.63,30.17,5.29,4.0,0.0
20190428:0810,146865.0,347.45,39.26,6.38,3.31,0.0
20190428:0910,71205.0,179.23,47.1,7.57,3.24,0.0
20190428:1010,190935.0,454.64,52.67,8.48,2.83,0.0
20190428:1110,135960.0,329.24,54.7,9.24,2.41,0.0
20190428:1210,167135.0,403.89,52.58,9.98,2.0,0.0
20190428:1310,132915.0,324.69,46.95,10.62,1.86,0.0
20190428:1410,280640.0,683.17,39.07,11.04,1.79,0.0
20190428:1510,194515.0,476.51,29.96,11.15,1.86,0.0
20190428:1610,81990.0,221.8,20.32,11.11,1.86,0.0
20190428:1710,10410.0,43.22,10.61,10.69,1.86,0.0
20190428:1810,0.0,0.0,0.0,10.1,1.66,0.0
20190428:1910,0.0,0.0,0.0,8.35,1.59,0.0
20190428:2010,0.0,0.0,0.0,7.45,1.66,0.0
20190428:2110,0.0,0.0,0.0,6.73,1.72,0.0
20190428:2210,0.0,0.0,0.0,6.23,1.66,0.0
20190428:2310,0.0,0.0,0.0,5.69,1.79,0.0
20190429:0010,0.0,0.0,0.0,5.6,1.86,0.0
20190429:0110,0.0,0.0,0.0,5.49,1.93,0.0
20190429:0210,0.0,0.0,0.0,5.69,1.86,0.0
20190429:0310,0.0,0.0,0.0,5.55,1.79,0.0
20190429:0410,0.0,0.0,0.0,5.34,1.72,0.0
20190429:0510,4395.0,21.14,11.08,5.5,1.66,0.0
20190429:0610,25410.0,74.45,20.79,6.65,1.93,0.0
20190429:0710,36745.0,101.1,30.43,7.65,2.9,0.0
20190429:0810,63180.0,161.77,39.53,8.8,4.0,0.0
20190429:0910,118670.0,287.68,47.4,9.25,4.0,0.0
20190429:1010,107345.0,261.94,52.98,9.22,4.34,0.0
20190429:1110,78585.0,196.69,55.01,9.1,4.48,0.0
20190429:1210,74170.0,186.58,52.87,9.05,4.83,0.0
20190429:1310,85015.0,210.48,47.21,8.25,4.41,0.0
20190429:1410,60235.0,154.41,39.3,7.81,4.21,0.0
20190429:1510,48940.0,128.68,30.18,7.45,4.28,0.0
20190429:1610,26970.0,78.13,20.53,7.1,3.93,0.0
20190429:1710,9695.0,35.85,10.82,6.87,3.66,0.0
20190429:1810,0.0,0.0,0.0,6.76,3.38,0.0
20190429:1910,0.0,0.0,0.0,6.45,2.9,0.0
20190429:2010,0.0,0.0,0.0,6.42,2.69,0.0
20190429:2110,0.0,0.0,0.0,6.39,2.55,0.0
20190429:2210,0.0,0.0,0.0,6.41,2.55,0.0
20190429:2310,0.0,0.0,0.0,6.46,2.69,0.0
20190430:0010,0.0,0.0,0.0,6.64,2.9,0.0
20190430:0110,0.0,0.0,0.0,6.89,2.69,0.0
20190430:0210,0.0,0.0,0.0,7.06,2.55,0.0
20190430:0310,0.0,0.0,0.0,6.98,2.55,0.0
20190430:0410,0.0,0.0,0.0,6.25,2.9,0.0
20190430:0510,24460.0,74.44,11.34,5.67,2.97,0.0
20190430:0610,109410.0,272.89,21.04,5.55,3.38,0.0
20190430:0710,193975.0,454.92,30.69,6.38,3.66,0.0
20190430:0810,324545.0,763.86,39.8,7.99,4.21,0.0
20190430:0910,385130.0,931.13,47.68,10.27,3.93,0.0
20190430:1010,417010.0,1032.13,53.28,11.71,3.45,0.0
20190430:1110,405180.0,1010.39,55.32,12.89,3.24,0.0
20190430:1210,306860.0,752.71,53.15,13.75,3.17,0.0
20190430:1310,203565.0,496.5,47.46,14.53,3.17,0.0
20190430:1410,182385.0,444.75,39.52,14.44,3.17,0.0
20190430:1510,180535.0,445.76,30.39,14.73,3.17,0.0
20190430:1610,87380.0,245.49,20.73,14.36,3.1,0.0
20190430:1710,11220.0,46.13,11.03,13.59,2.76,0.0
20190430:1810,0.0,0.0,0.0,12.27,2.48,0.0
20190430:1910,0.0,0.0,0.0,10.64,2.28,0.0
20190430:2010,0.0,0.0,0.0,9.35,2.14,0.0
20190430:2110,0.0,0.0,0.0,8.2,1.86,0.0
20190430:2210,0.0,0.0,0.0,7.16,1.79,0.0
20190430:2310,0.0,0.0,0.0,6.35,1.86,0.0
20190501:0010,0.0,0.0,0.0,5.38,1.79,0.0
20190501:0110,0.0,0.0,0.0,4.59,1.79,0.0
20190501:0210,0.0,0.0,0.0,4.07,1.86,0.0
20190501:0310,0.0,0.0,0.0,3.68,1.93,0.0
20190501:0410,0.0,0.0,0.0,3.32,1.93,0.0
20190501:0510,28225.0,95.39,11.58,3.74,1.59,0.0
20190501:0610,117405.0,299.18,21.29,7.33,1.24,0.0
20190501:0710,198500.0,479.53,30.94,9.82,1.52,0.0
20190501:0810,259140.0,632.28,40.06,12.11,1.72,0.0
20190501:0910,170375.0,417.18,47.97,14.07,2.62,0.0
20190501:1010,111860.0,280.29,53.58,14.92,2.9,0.0
20190501:1110,209330.0,514.01,55.62,15.2,2.9,0.0
20190501:1210,145495.0,360.72,53.43,15.54,2.83,0.0
20190501:1310,73810.0,192.1,47.71,15.83,2.55,0.0
20190501:1410,211055.0,520.19,39.75,16.38,2.62,0.0
20190501:1510,157720.0,395.02,30.6,16.75,2.48,0.0
20190501:1610,58170.0,158.48,20.94,16.65,2.55,0.0
20190501:1710,21215.0,67.64,11.23,16.02,2.21,0.0
20190501:1810,0.0,0.0,0.0,14.6,2.34,0.0
20190501:1910,0.0,0.0,0.0,12.71,1.86,0.0
20190501:2010,0.0,0.0,0.0,11.5,1.93,0.0
20190501:2110,0.0,0.0,0.0,10.52,1.93,0.0
20190501:2210,0.0,0.0,0.0,9.68,1.86,0.0
20190501:2310,0.0,0.0,0.0,8.95,1.79,0.0
20190502:0010,0.0,0.0,0.0,8.38,1.86,0.0
20190502:0110,0.0,0.0,0.0,7.78,2.0,0.0
20190502:0210,0.0,0.0,0.0,7.48,2.0,0.0
20190502:0310,0.0,0.0,0.0,7.21,2.0,0.0
20190502:0410,0.0,0.0,0.0,7.02,2.07,0.0
20190502:0510,27765.0,100.89,11.83,7.95,1.79,0.0
20190502:0610,120445.0,310.24,21.53,10.25,1.66,0.0
20190502:0710,161395.0,392.46,31.19,11.29,1.86,0.0
20190502:0810,313720.0,772.14,40.32,13.21,2.21,0.0
20190502:0910,370070.0,926.85,48.24,14.87,2.76,0.0
20190502:1010,352520.0,877.12,53.88,16.19,3.86,0.0
20190502:1110,317465.0,782.34,55.92,16.93,4.83,0.0
20190502:1210,232855.0,570.28,53.71,16.92,4.69,0.0
20190502:1310,199500.0,488.49,47.96,16.84,4.62,0.0
20190502:1410,146225.0,362.0,39.97,17.13,4.48,0.0
20190502:1510,180660.0,448.59,30.8,16.57,3.79,0.0
20190502:1610,74135.0,200.73,21.14,16.34,3.52,0.0
20190502:1710,22270.0,71.17,11.44,15.64,2.55,0.0
20190502:1810,0.0,0.0,0.0,14.25,2.14,0.0
20190502:1910,0.0,0.0,0.0,12.95,1.93,0.0
20190502:2010,0.0,0.0,0.0,12.03,2.07,0.0
20190502:2110,0.0,0.0,0.0,11.04,2.28,0.0
20190502:2210,0.0,0.0,0.0,10.45,2.41,0.0
20190502:2310,0.0,0.0,0.0,9.81,2.48,0.0
20190503:0010,0.0,0.0,0.0,9.48,2.48,0.0
20190503:0110,0.0,0.0,0.0,9.16,2.55,0.0
20190503:0210,0.0,0.0,0.0,8.87,2.55,0.0
20190503:0310,0.0,0.0,0.0,8.5,2.55,0.0
20190503:0410,0.0,1.72,2.69,8.06,2.34,0.0
20190503:0510,12460.0,43.2,12.07,8.09,2.41,0.0
20190503:0610,16850.0,54.23,21.77,8.25,2.21,0.0
20190503:0710,86190.0,214.34,31.43,8.84,2.55,0.0
20190503:0810,40410.0,110.3,40.58,9.25,2.55,0.0
20190503:0910,144535.0,350.38,48.52,10.59,2.69,0.0
20190503:1010,118205.0,290.8,54.17,11.33,2.62,0.0
20190503:1110,283165.0,689.83,56.22,11.67,2.55,0.0
20190503:1210,298780.0,728.4,53.99,12.2,2.9,0.0
20190503:1310,239195.0,577.66,48.2,12.8,3.45,0.0
20190503:1410,34690.0,98.35,40.19,12.83,3.59,0.0
20190503:1510,111960.0,277.54,31.01,12.76,3.59,0.0
20190503:1610,54380.0,145.42,21.34,12.24,3.45,0.0
20190503:1710,13225.0,51.57,11.64,11.47,3.17,0.0
20190503:1810,0.0,0.0,0.0,10.61,2.55,0.0
20190503:1910,0.0,0.0,0.0,9.03,1.86,0.0
20190503:2010,0.0,0.0,0.0,8.16,1.45,0.0
20190503:2110,0.0,0.0,0.0,7.37,1.45,0.0
20190503:2210,0.0,0.0,0.0,6.74,1.52,0.0
20190503:2310,0.0,0.0,0.0,6.03,1.59,0.0
20190504:0010,0.0,0.0,0.0,5.26,1.59,0.0
20190504:0110,0.0,0.0,0.0,4.45,1.59,0.0
20190504:0210,0.0,0.0,0.0,3.82,1.59,0.0
20190504:0310,0.0,0.0,0.0,3.48,1.59,0.0
20190504:0410,0.0,3.45,2.94,3.57,1.66,0.0
20190504:0510,15270.0,49.63,12.3,4.61,1.59,0.0
20190504:0610,23090.0,68.93,22.0,6.51,1.72,0.0
20190504:0710,26095.0,76.29,31.66,7.5,2.41,0.0
20190504:0810,44660.0,119.49,40.82,8.21,3.17,0.0
20190504:0910,70725.0,179.23,48.78,9.06,3.38,0.0
20190504:1010,54590.0,142.47,54.46,9.05,3.86,0.0
20190504:1110,83220.0,205.89,56.51,7.35,3.79,0.0
20190504:1210,58500.0,149.82,54.26,6.23,2.83,0.0
20190504:1310,64345.0,162.69,48.44,5.71,2.55,0.0
20190504:1410,62790.0,159.01,40.41,5.63,3.03,0.0
20190504:1510,60465.0,153.59,31.21,5.35,3.17,0.0
20190504:1610,23675.0,69.85,21.54,5.11,3.1,0.0
20190504:1710,23460.0,69.92,11.84,4.97,2.9,0.0
20190504:1810,0.0,0.0,0.0,4.74,2.21,0.0
20190504:1910,0.0,0.0,0.0,3.66,1.93,0.0
20190504:2010,0.0,0.0,0.0,3.44,1.66,0.0
20190504:2110,0.0,0.0,0.0,3.19,1.66,0.0
20190504:2210,0.0,0.0,0.0,2.81,1.86,0.0
20190504:2310,0.0,0.0,0.0,2.36,2.0,0.0
20190505:0010,0.0,0.0,0.0,2.2,2.07,0.0
20190505:0110,0.0,0.0,0.0,1.95,2.21,0.0
20190505:0210,0.0,0.0,0.0,1.71,2.21,0.0
20190505:0310,0.0,0.0,0.0,1.48,2.07,0.0
20190505:0410,0.0,1.72,3.17,1.29,2.0,0.0
20190505:0510,5465.0,23.9,12.53,1.59,1.72,0.0
20190505:0610,76445.0,189.08,22.23,2.64,3.17,0.0
20190505:0710,104300.0,249.0,31.9,3.37,3.17,0.0
20190505:0810,135170.0,318.77,41.07,4.51,3.31,0.0
20190505:0910,166640.0,392.32,49.04,5.7,3.1,0.0
20190505:1010,315300.0,750.12,54.74,7.02,3.1,0.0
20190505:1110,347925.0,837.28,56.8,7.84,3.03,0.0
20190505:1210,237395.0,565.04,54.53,8.6,2.97,0.0
20190505:1310,143665.0,345.5,48.68,8.95,2.97,0.0
20190505:1410,56560.0,147.06,40.62,9.0,3.17,0.0
20190505:1510,60375.0,155.42,31.41,8.47,3.1,0.0
20190505:1610,70125.0,181.49,21.73,8.32,2.9,0.0
20190505:1710,22570.0,71.65,12.04,8.13,2.62,0.0
20190505:1810,0.0,2.59,2.71,7.45,1.86,0.0
20190505:1910,0.0,0.0,0.0,5.99,1.86,0.0
20190505:2010,0.0,0.0,0.0,5.11,1.72,0.0
20190505:2110,0.0,0.0,0.0,4.46,1.72,0.0
20190505:2210,0.0,0.0,0.0,3.79,1.72,0.0
20190505:2310,0.0,0.0,0.0,3.17,1.59,0.0
20190506:0010,0.0,0.0,0.0,2.72,1.52,0.0
20190506:0110,0.0,0.0,0.0,2.19,1.52,0.0
20190506:0210,0.0,0.0,0.0,1.61,1.52,0.0
20190506:0310,0.0,0.0,0.0,1.18,1.52,0.0
20190506:0410,1355.0,11.2,3.41,0.87,1.52,0.0
20190506:0510,25300.0,73.91,12.76,1.46,1.24,0.0
20190506:0610,97540.0,241.1,22.45,3.5,1.24,0.0
20190506:0710,231915.0,548.21,32.12,5.19,1.72,0.0
20190506:0810,143745.0,342.27,41.3,6.36,2.21,0.0
20190506:0910,178090.0,421.41,49.3,6.86,2.76,0.0
20190506:1010,150690.0,359.53,55.02,7.48,3.03,0.0
20190506:1110,288210.0,687.39,57.08,8.46,3.24,0.0
20190506:1210,216620.0,515.48,54.79,9.18,3.38,0.0
20190506:1310,43975.0,118.57,48.92,9.54,3.17,0.0
20190506:1410,163765.0,391.82,40.83,9.67,3.38,0.0
20190506:1510,46750.0,125.0,31.61,9.75,3.52,0.0
20190506:1610,25105.0,74.45,21.93,9.43,3.45,0.0
20190506:1710,25540.0,76.5,12.24,9.0,3.17,0.0
20190506:1810,0.0,5.17,2.92,8.11,2.55,0.0
20190506:1910,0.0,0.0,0.0,6.56,1.86,0.0
20190506:2010,0.0,0.0,0.0,5.53,1.79,0.0
20190506:2110,0.0,0.0,0.0,4.67,1.79,0.0
20190506:2210,0.0,0.0,0.0,3.92,1.79,0.0
20190506:2310,0.0,0.0,0.0,3.29,1.79,0.0
20190507:0010,0.0,0.0,0.0,2.95,1.79,0.0
20190507:0110,0.0,0.0,0.0,2.3,1.72,0.0
20190507:0210,0.0,0.0,0.0,1.61,1.66,0.0
20190507:0310,0.0,0.0,0.0,1.02,1.59,0.0
20190507:0410,0.0,4.31,3.63,0.7,1.59,0.0
20190507:0510,27445.0,79.36,12.98,1.56,1.1,0.0
20190507:0610,127925.0,320.18,22.67,4.42,1.03,0.0
20190507:0710,224835.0,538.42,32.34,6.4,0.97,0.0
20190507:0810,296025.0,715.73,41.53,7.96,1.38,0.0
20190507:0910,109025.0,267.22,49.55,9.04,2.14,0.0
20190507:1010,71930.0,182.91,55.29,9.52,1.93,0.0
20190507:1110,83650.0,210.48,57.36,10.36,2.0,0.0
20190507:1210,163115.0,395.92,55.05,10.77,2.07,0.0
20190507:1310,134235.0,328.3,49.15,10.94,1.93,0.0
20190507:1410,157475.0,383.23,41.04,11.39,1.86,0.0
20190507:1510,128890.0,317.82,31.8,11.18,1.45,0.0
20190507:1610,72595.0,190.94,22.12,11.16,1.38,0.0
20190507:1710,25495.0,78.74,12.44,11.04,0.83,0.0
20190507:1810,75.0,6.03,3.12,10.2,0.34,0.0
20190507:1910,0.0,0.0,0.0,8.8,1.59,0.0
20190507:2010,0.0,0.0,0.0,7.22,1.79,0.0
20190507:2110,0.0,0.0,0.0,5.92,1.93,0.0
20190507:2210,0.0,0.0,0.0,5.23,2.0,0.0
20190507:2310,0.0,0.0,0.0,4.87,2.07,0.0
20190508:0010,0.0,0.0,0.0,4.15,2.21,0.0
20190508:0110,0.0,0.0,0.0,3.66,2.21,0.0
20190508:0210,0.0,0.0,0.0,3.37,2.21,0.0
20190508:0310,0.0,0.0,0.0,3.76,2.14,0.0
20190508:0410,0.0,2.59,3.86,3.32,2.14,0.0
20190508:0510,22375.0,67.07,13.19,4.24,2.14,0.0
20190508:0610,18130.0,56.99,22.88,6.48,2.21,0.0
20190508:0710,95390.0,233.87,32.56,7.52,2.55,0.0
20190508:0810,233230.0,555.39,41.76,9.51,2.83,0.0
20190508:0910,346110.0,847.24,49.8,11.69,2.83,0.0
20190508:1010,310360.0,765.72,55.55,13.73,2.69,0.0
20190508:1110,52125.0,140.63,57.63,15.09,2.62,0.0
20190508:1210,104505.0,263.61,55.31,15.45,2.97,0.0
20190508:1310,98105.0,247.88,49.38,14.68,2.69,0.0
20190508:1410,56690.0,150.74,41.25,13.67,1.66,0.0
20190508:1510,32640.0,93.75,32.0,12.92,1.45,0.0
20190508:1610,26240.0,78.13,22.31,12.05,1.31,0.0
20190508:1710,9815.0,36.77,12.63,11.01,1.24,0.0
20190508:1810,0.0,5.17,3.33,10.13,1.59,0.0
20190508:1910,0.0,0.0,0.0,9.82,1.66,0.0
20190508:2010,0.0,0.0,0.0,9.36,1.38,0.0
20190508:2110,0.0,0.0,0.0,9.15,1.45,0.0
20190508:2210,0.0,0.0,0.0,9.14,2.0,0.0
20190508:2310,0.0,0.0,0.0,9.27,2.69,0.0
20190509:0010,0.0,0.0,0.0,9.24,2.97,0.0
20190509:0110,0.0,0.0,0.0,8.77,2.76,0.0
20190509:0210,0.0,0.0,0.0,8.22,2.55,0.0
20190509:0310,0.0,0.0,0.0,7.75,2.41,0.0
20190509:0410,2805.0,16.37,4.07,7.36,2.14,0.0
20190509:0510,31475.0,113.96,13.4,7.33,1.93,0.0
20190509:0610,37800.0,103.86,23.08,8.03,1.66,0.0
20190509:0710,181665.0,434.29,32.77,9.09,2.62,0.0
20190509:0810,179835.0,431.1,41.98,10.28,2.83,0.0
20190509:0910,170555.0,413.45,50.04,11.81,2.69,0.0
20190509:1010,373540.0,938.29,55.82,13.21,2.28,0.0
20190509:1110,230085.0,566.64,57.9,14.29,2.14,0.0
20190509:1210,47120.0,128.68,55.56,14.73,2.48,0.0
20190509:1310,155215.0,383.11,49.6,14.84,2.48,0.0
20190509:1410,180425.0,437.16,41.45,13.51,3.79,0.0
20190509:1510,38965.0,107.54,32.19,10.97,4.0,0.0
20190509:1610,58545.0,153.89,22.5,10.34,3.17,0.0
20190509:1710,11590.0,41.36,12.82,10.67,2.69,0.0
20190509:1810,0.0,3.45,3.53,10.33,3.17,0.0
20190509:1910,0.0,0.0,0.0,9.68,3.79,0.0
20190509:2010,0.0,0.0,0.0,9.32,4.07,0.0
20190509:2110,0.0,0.0,0.0,9.32,4.62,0.0
20190509:2210,0.0,0.0,0.0,9.39,5.24,0.0
20190509:2310,0.0,0.0,0.0,9.22,4.69,0.0
20190510:0010,0.0,0.0,0.0,9.06,4.28,0.0
20190510:0110,0.0,0.0,0.0,8.65,3.72,0.0
20190510:0210,0.0,0.0,0.0,8.5,3.59,0.0
20190510:0310,0.0,0.0,0.0,8.29,3.38,0.0
20190510:0410,250.0,6.89,4.28,8.19,3.17,0.0
20190510:0510,8585.0,33.09,13.6,8.19,2.97,0.0
20190510:0610,60270.0,155.7,23.29,8.61,3.79,0.0
20190510:0710,130645.0,316.41,32.97,9.99,3.24,0.0
20190510:0810,282525.0,678.03,42.2,11.26,3.38,0.0
20190510:0910,305265.0,735.56,50.27,12.07,4.07,0.0
20190510:1010,348625.0,847.26,56.07,13.12,4.69,0.0
20190510:1110,379060.0,926.96,58.16,13.92,5.1,0.0
20190510:1210,374635.0,917.52,55.8,14.65,5.1,0.0
20190510:1310,55065.0,147.06,49.82,15.06,4.76,0.0
20190510:1410,127900.0,316.34,41.65,15.08,4.28,0.0
20190510:1510,154275.0,380.25,32.38,14.67,3.86,0.0
20190510:1610,66825.0,177.52,22.68,14.57,3.45,0.0
20190510:1710,27350.0,82.8,13.01,13.94,2.41,0.0
20190510:1810,0.0,4.31,3.73,13.05,1.66,0.0
20190510:1910,0.0,0.0,0.0,11.5,1.66,0.0
20190510:2010,0.0,0.0,0.0,10.29,1.66,0.0
20190510:2110,0.0,0.0,0.0,9.23,1.72,0.0
20190510:2210,0.0,0.0,0.0,8.07,1.52,0.0
20190510:2310,0.0,0.0,0.0,7.14,1.31,0.0
20190511:0010,0.0,0.0,0.0,6.95,1.31,0.0
20190511:0110,0.0,0.0,0.0,5.84,1.66,0.0
20190511:0210,0.0,0.0,0.0,5.98,1.52,0.0
20190511:0310,0.0,0.0,0.0,6.61,1.86,0.0
20190511:0410,0.0,3.45,4.49,7.42,2.14,0.0
20190511:0510,6235.0,26.65,13.8,8.18,2.28,0.0
20190511:0610,17885.0,56.99,23.48,9.21,2.28,0.0
20190511:0710,90135.0,224.88,33.17,10.39,2.48,0.0
